"","model","scenario","region","Variable","Unit","X2010","X2020","X2030","X2040","X2050","X2060","X2070","X2080","X2090","X2100"
"12506","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Primary Energy|Wind","EJ/yr",0.00351361,0.008626844,0.013500206,0.016119916,0.017953042,0.019629416,0.023552576,0.03370043,0.035684467,0.032458014
"12507","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Electricity","EJ/yr",0.756922515,1.12253976,1.220538788,1.242052667,1.240277482,1.166227313,1.186192737,1.236575397,1.262106221,1.289743975
"12508","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Electricity|Biomass","EJ/yr",0.0131472,0.02170078,0.014905171,0.01548304,0.015708736,0.016491384,0.020245693,0.020953604,0.022190969,0.023294003
"12509","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"12510","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",0.0131472,0.02170078,0.014905171,0.01548304,0.015708736,0.016491384,0.020245693,0.020953604,0.022190969,0.023294003
"12511","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Electricity|Coal","EJ/yr",0.340766,0.5787158,0.6496075,0.6787439,0.7070469,0.74128656,0.8294865,0.81733401,0.84696147,0.86685821
"12512","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Electricity|Coal|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"12513","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Electricity|Coal|w/o CCS","EJ/yr",0.340766,0.5787158,0.6496075,0.6787439,0.7070469,0.74128656,0.8294865,0.81733401,0.84696147,0.86685821
"12514","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Electricity|Gas","EJ/yr",0.204628005,0.344793868,0.390367512,0.403810434,0.401132456,0.304105897,0.235222128,0.269856342,0.258109873,0.26942189
"12515","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Electricity|Gas|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"12516","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Electricity|Gas|w/o CCS","EJ/yr",0.204628005,0.344793868,0.390367512,0.403810434,0.401132456,0.304105897,0.235222128,0.269856342,0.258109873,0.26942189
"12517","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Electricity|Geothermal","EJ/yr",0,0.00267996,0.003480925,0.003502784,0.003505638,0.003517004,0.003522666,0.003531014,0.003521766,0.003516839
"12518","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Electricity|Hydro","EJ/yr",0.0150984,0.0157965,0.0164946,0.0178996,0.0200116,0.0221236,0.0242355,0.0263475,0.0284595,0.0295155
"12519","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",0.01869481,0.037428225,0.050559766,0.062650352,0.069615099,0.078335899,0.091494314,0.11458338,0.121880088,0.116961391
"12520","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Electricity|Nuclear","EJ/yr",0.149864,0.132686769,0.110951415,0.077239336,0.043387692,0.021619903,0.004879648,0.006668991,0.007466959,0.007886849
"12521","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Electricity|Oil","EJ/yr",0.0298225,0.007214318,0.004147424,0.004125605,0.003386599,0.00438767,0.004864454,0.00717907,0.005496862,0.005321632
"12522","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Electricity|Oil|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"12523","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Electricity|Oil|w/o CCS","EJ/yr",0.0298225,0.007214318,0.004147424,0.004125605,0.003386599,0.00438767,0.004864454,0.00717907,0.005496862,0.005321632
"12524","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Electricity|Other","EJ/yr",0,0,0,0,0,0,0,0,0,0
"12525","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Electricity|Solar","EJ/yr",8.28e-05,0.010324921,0.017084035,0.025128052,0.028144819,0.033065879,0.040183572,0.051004436,0.054214355,0.051471038
"12526","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Electricity|Solar|CSP","EJ/yr",0,0.005409596,0.008745544,0.012775915,0.011978995,0.013164393,0.016598142,0.026841526,0.03064441,0.02993477
"12527","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Electricity|Solar|PV","EJ/yr",8.28e-05,0.004915325,0.008338491,0.012352137,0.016165824,0.019901486,0.02358543,0.02416291,0.023569945,0.021536268
"12528","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Electricity|Wind","EJ/yr",0.00351361,0.008626844,0.013500206,0.016119916,0.017953042,0.019629416,0.023552576,0.03370043,0.035684467,0.032458014
"12529","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Hydrogen","EJ/yr",0,0.0004566,0.0011175,0.001916641,0.002857062,0.003375503,0.003993408,0.004634755,0.005331076,0.005868703
"12530","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Hydrogen|Biomass","EJ/yr",0,1.67e-05,2.66e-05,4.63e-05,7.22e-05,7.84e-05,9.34e-05,0.000116,0.000139,0.000156
"12531","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Hydrogen|Biomass|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"12532","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Hydrogen|Biomass|w/o CCS","EJ/yr",0,1.67e-05,2.66e-05,4.63e-05,7.22e-05,7.84e-05,9.34e-05,0.000116,0.000139,0.000156
"12533","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Hydrogen|Coal","EJ/yr",0,0.000105,0.000286,0.000548,0.000908,0.00112064,0.00134836,0.0016485,0.00196497,0.00219421
"12534","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Hydrogen|Coal|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"12535","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Hydrogen|Coal|w/o CCS","EJ/yr",0,0.000105,0.000286,0.000548,0.000908,0.00112064,0.00134836,0.0016485,0.00196497,0.00219421
"12536","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Hydrogen|Electricity","EJ/yr",0,4.42e-05,0.000106,0.000182,0.000275,0.00031,0.000358,0.000433,0.000515,0.00058
"12537","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Hydrogen|Gas","EJ/yr",0,0.000273,0.000657,0.001069941,0.001499862,0.001619463,0.001727648,0.001843255,0.001983106,0.002123493
"12538","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Hydrogen|Gas|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"12539","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Hydrogen|Gas|w/o CCS","EJ/yr",0,0.000273,0.000657,0.001069941,0.001499862,0.001619463,0.001727648,0.001843255,0.001983106,0.002123493
"12540","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Hydrogen|Nuclear","EJ/yr",0,1.77e-05,4.19e-05,7.04e-05,0.000102,0.000247,0.000466,0.000594,0.000729,0.000815
"12541","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Liquids","EJ/yr",1.98546,2.0068032,1.99105926,1.90869828,1.80693028,1.73209176,1.709357938,1.695932793,1.666683536,1.63582075
"12542","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Liquids|Biomass","EJ/yr",0,0.0402542,0.03578766,0.03748228,0.03696768,0.03807266,0.033886038,0.033804193,0.033029026,0.03260626
"12543","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Liquids|Biomass|1st Generation","EJ/yr",0,0,0,0,0,0,0,0,0,0
"12544","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Liquids|Biomass|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"12545","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Liquids|Biomass|w/o CCS","EJ/yr",0,0.0402542,0.03578766,0.03748228,0.03696768,0.03807266,0.033886038,0.033804193,0.033029026,0.03260626
"12546","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Liquids|Coal","EJ/yr",0,0.0407672,0.1729336,0.2602556,0.313963,0.4239806,0.4504909,0.4482378,0.4300828,0.4067314
"12547","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Liquids|Coal|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"12548","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Liquids|Coal|w/o CCS","EJ/yr",0,0.0407672,0.1729336,0.2602556,0.313963,0.4239806,0.4504909,0.4482378,0.4300828,0.4067314
"12549","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Liquids|Fossil","EJ/yr",0,0.079468,0.3214916,0.456685,0.5168386,0.6408998,0.6285984,0.5870114,0.53920101,0.49562909
"12550","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Liquids|Fossil|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"12551","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Liquids|Fossil|w/o CCS","EJ/yr",1.98546,1.9257818,1.782338,1.6109604,1.4559996,1.2700385,1.224981,1.2138908,1.20357171,1.19648309
"12552","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Liquids|Gas","EJ/yr",0,0.0387008,0.148558,0.1964294,0.2028756,0.2169192,0.1781075,0.1387736,0.10911821,0.08889769
"12553","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Liquids|Gas|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"12554","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Liquids|Gas|w/o CCS","EJ/yr",0,0.0387008,0.148558,0.1964294,0.2028756,0.2169192,0.1781075,0.1387736,0.10911821,0.08889769
"12555","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Liquids|Oil","EJ/yr",1.98546,1.887081,1.63378,1.414531,1.253124,1.0531193,1.0468735,1.0751172,1.0944535,1.1075854
"12556","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Gases","EJ/yr",0.544934,0.86404992,0.95316627,0.9634851,0.9368493,0.740122,0.607148,0.65201464,0.63323474,0.65682983
"12557","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Gases|Biomass","EJ/yr",0,7.7e-05,0.000108,0.000226,0.000423,0.000537,0.000698,0.00106364,0.00125374,0.00137283
"12558","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Gases|Coal","EJ/yr",0,0.00220292,0.00717527,0.0189321,0.0427073,0.071476,0.105259,0.17673,0.239065,0.311349
"12559","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Gases|Natural Gas","EJ/yr",0.544934,0.86177,0.945883,0.944327,0.893719,0.668109,0.501191,0.474221,0.392916,0.344108
"12560","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy","EJ/yr",3.53351118,4.042462344,4.124719107,4.047938669,3.9033075,3.779066839,3.785020036,3.793263808,3.786124353,3.780591166
"12561","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Electricity","EJ/yr",0.78636674,1.120815491,1.209587416,1.227232466,1.21958244,1.160257933,1.181410713,1.224081063,1.247136348,1.271537998
"12562","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Gases","EJ/yr",0.09347341,0.16722589,0.187628199,0.198024594,0.200773239,0.200363873,0.211065919,0.220332944,0.22915678,0.239974614
"12563","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Heat","EJ/yr",0,0,0,0,0,0,0,0,0,0
"12564","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Hydrogen","EJ/yr",0,0.0004567,0.001117,0.001917199,0.002857307,0.003374966,0.003993763,0.004635053,0.005331142,0.005867953
"12565","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Industry","EJ/yr",2.32380962,2.34895114,2.34147443,2.302637219,2.252140667,2.230686726,2.222563373,2.207055585,2.196481658,2.19141349
"12566","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Industry|Electricity","EJ/yr",0.45714601,0.49926938,0.53327734,0.56364754,0.59924226,0.60006401,0.61826929,0.65121905,0.67528811,0.70216913
"12567","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Industry|Gases","EJ/yr",0.0470925,0.05897681,0.0572885,0.05229764,0.04636454,0.041824,0.03904316,0.03712064,0.03650131,0.03714574
"12568","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Industry|Heat","EJ/yr",0,0,0,0,0,0,0,0,0,0
"12569","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Industry|Hydrogen","EJ/yr",0,0.000424,0.000947,0.001545199,0.002211307,0.002428966,0.002702863,0.002959255,0.003257428,0.00343171
"12570","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Industry|Liquids","EJ/yr",1.07257871,1.02484366,1.00435314,0.96316156,0.92324197,0.89340816,0.87254354,0.85179676,0.83171465,0.80981718
"12571","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Industry|Solids","EJ/yr",0.7469924,0.76543729,0.74560845,0.72198528,0.68108059,0.69296159,0.69000452,0.66395988,0.64972016,0.63884973
"12572","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Industry|Solids|Biomass","EJ/yr",0.002093,0.00183189,0.00128875,0.00123848,0.00120889,0.00114529,0.00118182,0.00123518,0.00127386,0.00131173
"12573","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Industry|Solids|Coal","EJ/yr",0.7448994,0.7636054,0.7443197,0.7207468,0.6798717,0.6918163,0.6888227,0.6627247,0.6484463,0.637538
"12574","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Liquids","EJ/yr",1.90667863,1.988526973,1.980778042,1.89877913,1.799013924,1.722108477,1.698545121,1.680254868,1.654779923,1.624360871
"12575","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Residential and Commercial","EJ/yr",0.46112721,0.85744141,0.91781142,0.88160415,0.80658856,0.71932618,0.71311201,0.7133769,0.7014474,0.68869466
"12576","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Residential and Commercial|Electricity","EJ/yr",0.3250402,0.6158373,0.6692053,0.6550335,0.6102734,0.5487281,0.5492811,0.5558793,0.5512234,0.5453451
"12577","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Residential and Commercial|Gases","EJ/yr",0.04638091,0.09105271,0.09040522,0.07887745,0.06373916,0.05119198,0.04587441,0.0416072,0.0383375,0.03629516
"12578","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Residential and Commercial|Heat","EJ/yr",0,0,0,0,0,0,0,0,0,0
"12579","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Residential and Commercial|Hydrogen","EJ/yr",0,0,0,0,0,0,0,0,0,0
"12580","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Residential and Commercial|Liquids","EJ/yr",0.0897061,0.1505514,0.1582009,0.1476932,0.132576,0.1194061,0.1179565,0.1158904,0.1118865,0.1070544
"12581","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Residential and Commercial|Solids","EJ/yr",0,0,0,0,0,0,0,0,0,0
"12582","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Residential and Commercial|Solids|Biomass","EJ/yr",0,0,0,0,0,0,0,0,0,0
"12583","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Residential and Commercial|Solids|Coal","EJ/yr",0,0,0,0,0,0,0,0,0,0
"12584","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Solids","EJ/yr",0.7469924,0.76543729,0.74560845,0.72198528,0.68108059,0.69296159,0.69000452,0.66395988,0.64972016,0.63884973
"12585","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Solids|Biomass","EJ/yr",0.002093,0.00183189,0.00128875,0.00123848,0.00120889,0.00114529,0.00118182,0.00123518,0.00127386,0.00131173
"12586","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Solids|Biomass|Traditional","EJ/yr",0,0,0,0,0,0,0,0,0,0
"12587","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Solids|Coal","EJ/yr",0.7448994,0.7636054,0.7443197,0.7207468,0.6798717,0.6918163,0.6888227,0.6627247,0.6484463,0.637538
"12588","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Transportation","EJ/yr",0.74857435,0.836069794,0.865433257,0.8636973,0.844578273,0.829053933,0.849344653,0.872831323,0.888195295,0.900483016
"12589","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Transportation|Electricity","EJ/yr",0.00418053,0.005708811,0.007104776,0.008551426,0.01006678,0.011465823,0.013860323,0.016982713,0.020624838,0.024023768
"12590","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Transportation|Freight","EJ/yr",0,0,0,0,0,0,0,0,0,0
"12591","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Transportation|Gases","EJ/yr",0,0.01719637,0.039934479,0.066849504,0.090669539,0.107347893,0.126148349,0.141605104,0.15431797,0.166533714
"12592","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Transportation|Hydrogen","EJ/yr",0,3.27e-05,0.00017,0.000372,0.000646,0.000946,0.0012909,0.001675798,0.002073714,0.002436243
"12593","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Transportation|Liquids","EJ/yr",0.74439382,0.813131913,0.818224002,0.78792437,0.743195954,0.709294217,0.708045081,0.712567708,0.711178773,0.707489291
"12594","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Transportation|Other","EJ/yr",0,0,0,0,0,0,0,0,0,0
"12595","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Final Energy|Transportation|Passenger","EJ/yr",0,0,0,0,0,0,0,0,0,0
"12596","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Resource|Cumulative Extraction|Coal","EJ",0,1.003263,2.441848,4.184903,6.169938,8.429608,10.962848,13.569648,16.065283,18.032458
"12597","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Resource|Cumulative Extraction|Gas","EJ",0.049615,0.698815,1.618863,2.960428,4.371638,5.461974,6.1902595,6.8504585,7.4148905,7.7924515
"12598","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Resource|Cumulative Extraction|Oil","EJ",0.002595,1.83596165,3.73124665,4.85622215,4.8882803,4.9199809,4.9470567,4.96860295,4.99996695,5.03569415
"12599","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Solids","EJ/yr",0.746992,0.76543689,0.74560775,0.72198548,0.68108089,0.69296129,0.69000482,0.66396118,0.64971986,0.63884973
"12600","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Solids|Biomass","EJ/yr",0.002093,0.00183189,0.00128875,0.00123848,0.00120889,0.00114529,0.00118182,0.00123518,0.00127386,0.00131173
"12601","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Secondary Energy|Solids|Coal","EJ/yr",0.744899,0.763605,0.744319,0.720747,0.679872,0.691816,0.688823,0.662726,0.648446,0.637538
"12602","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|CO2","Mt CO2/yr",286.6502672,375.0598546,414.9230833,425.0421343,425.5658583,434.4836413,449.108559,440.1763555,441.1829891,443.6224568
"12603","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|CO2|Fossil Fuels and Industry","Mt CO2/yr",286.6502672,375.0598546,414.9230833,425.0421343,425.5658583,434.4836413,449.108559,440.1763555,441.1829891,443.6224568
"12604","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand","Mt CO2/yr",162.283112,171.6104517,172.3064378,167.1845599,158.9031412,157.0315111,157.8996768,156.4323953,155.6772339,155.0758906
"12605","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry","Mt CO2/yr",99.92423852,98.10725965,96.6098269,93.67960737,89.2162801,90.53637338,90.76865081,88.55767738,87.68843084,87.16664278
"12606","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial","Mt CO2/yr",8.861776,15.34298629,15.87158726,14.51169705,12.65002554,11.0560959,10.6948039,10.32534829,9.873569787,9.425949999
"12607","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial and Industry","Mt CO2/yr",108.7860145,113.4502459,112.4814142,108.1913044,101.8663056,101.5924693,101.4634547,98.88302567,97.56200063,96.59259278
"12608","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation","Mt CO2/yr",53.4970975,58.16020578,59.82502362,58.99325546,57.0368356,55.43904183,56.43622205,57.54937129,58.11523513,58.48330059
"12609","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|CO2|Fossil Fuels and Industry|Energy Supply","Mt CO2/yr",124.3671552,203.449403,242.6166457,257.8575747,266.6627171,277.4521303,291.2088824,283.7439604,285.5057554,288.5465663
"12610","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity","Mt CO2/yr",122.2584699,189.7514945,208.4113723,212.1000159,213.001376,207.7985714,217.3990535,206.7427348,208.0397297,210.7594052
"12611","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|CO2|Land Use","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"12612","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|CO2|Carbon Capture and Storage","Mt CO2/yr",62.11333333,60.54803333,58.73523333,56.0494,53.28913333,50.76133333,48.76666667,46.82113333,44.85323333,42.81383333
"12613","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|CO2|Carbon Capture and Storage|Biomass","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"12614","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|CO2|Carbon Capture and Storage|Biomass|Energy","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"12615","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|CO2|Carbon Capture and Storage|Biomass|Energy|Demand|Industry","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"12616","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|CO2|Carbon Capture and Storage|Biomass|Energy|Supply","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"12617","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|CO2|Carbon Capture and Storage|Biomass|Energy|Supply|Electricity","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"12618","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|CO2|Carbon Capture and Storage|Biomass|Industrial Processes","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"12619","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|CO2|Carbon Capture and Storage|Fossil","Mt CO2/yr",62.11333333,60.54803333,58.73523333,56.0494,53.28913333,50.76133333,48.76666667,46.82113333,44.85323333,42.81383333
"12620","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|CO2|Carbon Capture and Storage|Fossil|Energy","Mt CO2/yr",62.11333333,60.54803333,58.73523333,56.0494,53.28913333,50.76133333,48.76666667,46.82113333,44.85323333,42.81383333
"12621","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|CO2|Carbon Capture and Storage|Fossil|Energy|Demand|Industry","Mt CO2/yr",62.11333333,60.54803333,58.73523333,56.0494,53.28913333,50.76133333,48.76666667,46.82113333,44.85323333,42.81383333
"12622","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|CO2|Carbon Capture and Storage|Fossil|Energy|Supply","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"12623","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|CO2|Carbon Capture and Storage|Fossil|Energy|Supply|Electricity","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"12624","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|CO2|Carbon Capture and Storage|Fossil|Industrial Processes","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"12625","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|BC","Mt BC/yr",0.026787549,0.023732185,0.019493005,0.01746633,0.015689293,0.013743692,0.012273331,0.010682428,0.009147588,0.007623206
"12626","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|C2F6","kt C2F6/yr",0.201388,0.202802,0.204115,0.202549,0.20044,0.198988,0.199584,0.200471,0.201409,0.202235
"12627","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|CF4","kt CF4/yr",0.16054,0.161668,0.162714,0.161466,0.159784,0.158627,0.159103,0.159809,0.160557,0.161216
"12628","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|CH4","Mt CH4/yr",0.31829834,0.393129402,0.433334473,0.471833852,0.491297103,0.397965536,0.387170447,0.376365719,0.362544982,0.334246782
"12629","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|CO","Mt CO/yr",2.682930374,2.083874992,1.820828474,1.629468371,1.48490302,1.356220424,1.214403369,1.082751014,0.955261663,0.834066739
"12630","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|F-Gases","Mt CO2-equiv/yr",6.938416136,16.54890079,27.38303911,26.85680835,25.33283338,23.30528297,23.26855393,23.42524828,23.22002756,22.98006939
"12631","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|HFC","kt HFC134a-equiv/yr",0.094906294,6.407456677,13.8620776,13.51085262,12.5010224,11.18740212,11.13115105,11.17543815,10.98757867,10.77455316
"12632","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|HFC|HFC125","kt HFC125/yr",0,0,0,0,0,0,0,0,0,0
"12633","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|HFC|HFC134a","kt HFC134a/yr",0,0,0,0,0,0,0,0,0,0
"12634","GCAM4","SSP3-Ref-SPA0-V17","Taiwan","Emissions|HFC|HFC143a","kt HFC143a/yr",0,0,0,0,0,0,0,0,0,0
