"","model","scenario","region","Variable","Unit","X2010","X2020","X2030","X2040","X2050","X2060","X2070","X2080","X2090","X2100"
"3460","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO2|Carbon Capture and Storage","Mt CO2/yr",1.42505,1.798914333,2.308031,2.800457,3.383893333,4.047853333,4.747123333,5.456183333,6.103533333,6.63212
"3461","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO2|Carbon Capture and Storage|Biomass","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"3462","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO2|Carbon Capture and Storage|Biomass|Energy","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"3463","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO2|Carbon Capture and Storage|Biomass|Energy|Demand|Industry","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"3464","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO2|Carbon Capture and Storage|Biomass|Energy|Supply","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"3465","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO2|Carbon Capture and Storage|Biomass|Energy|Supply|Electricity","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"3466","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO2|Carbon Capture and Storage|Biomass|Industrial Processes","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"3467","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO2|Carbon Capture and Storage|Fossil","Mt CO2/yr",1.42505,1.798914333,2.308031,2.800457,3.383893333,4.047853333,4.747123333,5.456183333,6.103533333,6.63212
"3468","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO2|Carbon Capture and Storage|Fossil|Energy","Mt CO2/yr",1.42505,1.798914333,2.308031,2.800457,3.383893333,4.047853333,4.747123333,5.456183333,6.103533333,6.63212
"3469","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO2|Carbon Capture and Storage|Fossil|Energy|Demand|Industry","Mt CO2/yr",1.42505,1.798914333,2.308031,2.800457,3.383893333,4.047853333,4.747123333,5.456183333,6.103533333,6.63212
"3470","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO2|Carbon Capture and Storage|Fossil|Energy|Supply","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"3471","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO2|Carbon Capture and Storage|Fossil|Energy|Supply|Electricity","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"3472","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO2|Carbon Capture and Storage|Fossil|Industrial Processes","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"3473","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|BC","Mt BC/yr",0.051905053,0.054785078,0.058751244,0.063230878,0.0684981,0.067112116,0.063950193,0.058383773,0.051570962,0.043046332
"3474","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|C2F6","kt C2F6/yr",8.29e-06,9.98e-06,1.34e-05,1.66e-05,2.01e-05,2.38e-05,2.79e-05,3.26e-05,3.75e-05,4.28e-05
"3475","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CF4","kt CF4/yr",0,0,0,0,0,0,0,0,0,0
"3476","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CH4","Mt CH4/yr",3.204584119,3.209245496,3.744523981,4.32135282,4.703927415,5.100761345,5.39573495,5.678454351,6.216375323,6.345946848
"3477","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO","Mt CO/yr",9.069175999,8.664163807,7.805102361,7.358070279,7.202353443,7.038478962,6.860143791,6.686314259,6.515021917,6.288813032
"3478","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|F-Gases","Mt CO2-equiv/yr",1.116293962,10.02197416,22.33909865,27.42369973,32.99532181,38.75196285,45.28251054,52.60974864,60.26906789,68.58512688
"3479","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|HFC","kt HFC134a-equiv/yr",0.77908438,7.006327276,15.61914572,19.17433707,23.07008405,27.09519727,31.66146864,36.78479729,42.14031692,47.9550598
"3480","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|HFC|HFC125","kt HFC125/yr",0,0,0,0,0,0,0,0,0,0
"3481","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|HFC|HFC134a","kt HFC134a/yr",0,0,0,0,0,0,0,0,0,0
"3482","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|HFC|HFC143a","kt HFC143a/yr",0,0,0,0,0,0,0,0,0,0
"3483","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|HFC|HFC227ea","kt HFC227ea/yr",0,0,0,0,0,0,0,0,0,0
"3484","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|HFC|HFC23","kt HFC23/yr",0,0,0,0,0,0,0,0,0,0
"3485","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|HFC|HFC245fa","kt HFC245fa/yr",0,0,0,0,0,0,0,0,0,0
"3486","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|HFC|HFC32","kt HFC32/yr",0,0,0,0,0,0,0,0,0,0
"3487","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|HFC|HFC43-10","kt HFC43-10/yr",0,0,0,0,0,0,0,0,0,0
"3488","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|Kyoto Gases","Mt CO2-equiv/yr",309.9323869,369.6435202,487.9061581,581.0881769,678.7018323,791.8292938,907.9458734,1049.648811,1216.188974,1396.58621
"3489","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|N2O","kt N2O/yr",94.456598,100.301976,112.675193,124.215629,135.395699,145.954092,156.234102,166.639261,176.863021,187.325733
"3490","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NH3","Mt NH3/yr",0.42918492,0.48505049,0.558819127,0.625960327,0.689866601,0.749267417,0.805296712,0.860208774,0.912279355,0.963733079
"3491","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NOx","Mt NO2/yr",1.273352649,1.130892299,1.093498156,1.10034699,1.14859422,1.134400513,1.143062718,1.173546129,1.25455623,1.355076847
"3492","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|OC","Mt OC/yr",0.194540189,0.202503077,0.206242097,0.213734596,0.223071327,0.213339674,0.199285755,0.176148891,0.152929358,0.125379821
"3493","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|PFC","kt CF4-equiv/yr",1.37e-05,1.65e-05,2.21e-05,2.74e-05,3.32e-05,3.93e-05,4.61e-05,5.38e-05,6.19e-05,7.07e-05
"3494","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|SF6","kt SF6/yr",9.22e-05,0.000123,0.000156,0.000184,0.000213,0.000243,0.000275,0.000311,0.000349,0.000389
"3495","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|Sulfur","Mt SO2/yr",1.433582155,1.169410012,1.186190617,1.240182573,1.323912764,1.411824661,1.535256002,1.659272616,1.867545897,2.073977807
"3496","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|VOC","Mt VOC/yr",1.982834559,1.903350118,1.808221383,1.812798876,1.799327885,1.763337342,1.689599843,1.607304864,1.628100868,1.55103968
"3497","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|BC|Energy Demand|Industry","Mt BC/yr",0.012380708,0.014472793,0.019110455,0.022579828,0.026441398,0.02704986,0.026497429,0.024444022,0.020971596,0.016279493
"3498","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|BC|Energy Demand|Residential and Commercial","Mt BC/yr",0.015252633,0.015170223,0.01508753,0.015275193,0.015322824,0.013263103,0.011077684,0.00880981,0.006569483,0.004209736
"3499","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|BC|Energy Demand|Transportation","Mt BC/yr",0.017628623,0.018215867,0.018056911,0.019311241,0.021105716,0.021836854,0.02221572,0.022407256,0.022299101,0.021875452
"3500","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|BC|Energy Demand|Transportation|Aviation","Mt BC/yr",0.00102487,0.00115691,0.0013003,0.00139886,0.00147808,0.00160526,0.00172134,0.00182837,0.00192686,0.00201738
"3501","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|BC|Energy Demand|Transportation|Ground Transportation","Mt BC/yr",0.010172383,0.010338207,0.009852239,0.009915567,0.010462748,0.010647652,0.010381574,0.00982361,0.008953889,0.007733476
"3502","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|BC|Energy Demand|Transportation|International Shipping","Mt BC/yr",0.00634002,0.00612841,0.00569921,0.00617595,0.00667037,0.00629818,0.0058324,0.00526051,0.00455055,0.00370906
"3503","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|BC|Energy Supply","Mt BC/yr",0.000733,0.001441637,0.001481632,0.001558528,0.001665759,0.001557363,0.001420558,0.00077,0.000612,0.000449
"3504","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|BC|Energy Supply and Demand","Mt BC/yr",0.045994964,0.04930052,0.053736528,0.05872479,0.064535697,0.06370718,0.061211391,0.056431088,0.05045218,0.042813681
"3505","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|BC|Land Use","Mt BC/yr",0.005519595,0.005286559,0.005052778,0.004814891,0.004581764,0.004355392,0.004125254,0.003888611,0.003684239,0.003513533
"3506","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|BC|Land Use|Agricultural Waste Burning","Mt BC/yr",0.0005697,0.0004756,0.0004548,0.0004469,0.0004379,0.0004267,0.0004113,0.0003959,0.0003846,0.0004035
"3507","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|BC|Land Use|Agriculture","Mt BC/yr",0,0,0,0,0,0,0,0,0,0
"3508","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|BC|Land Use|Forest Burning","Mt BC/yr",0.002297658,0.002242907,0.002157473,0.002066038,0.00197617,0.001890124,0.001803373,0.001713565,0.001633601,0.001553886
"3509","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|BC|Land Use|Savannah Burning","Mt BC/yr",0.002652237,0.002568052,0.002440505,0.002301953,0.002167694,0.002038568,0.001910581,0.001779146,0.001666038,0.001556147
"3510","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|BC|Other","Mt BC/yr",0,0,0,0,0,0,0,0,0,0
"3511","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|BC|Solvents","Mt BC/yr",0,0,0,0,0,0,0,0,0,0
"3512","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|BC|Waste","Mt BC/yr",0,0,0,0,0,0,0,0,0,0
"3513","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CH4|Energy Demand|Industry","Mt CH4/yr",0.016746922,0.021363135,0.026068128,0.030657258,0.035407134,0.040304101,0.04560677,0.051258919,0.05701239,0.063011901
"3514","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CH4|Energy Demand|Residential and Commercial","Mt CH4/yr",0.161999692,0.161653527,0.16075539,0.163931964,0.165705781,0.16659522,0.165807084,0.162792758,0.158152136,0.144995718
"3515","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CH4|Energy Demand|Transportation","Mt CH4/yr",0.004869247,0.004838344,0.004173701,0.003456135,0.002908782,0.003122468,0.003373583,0.003652809,0.003897505,0.00415114
"3516","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CH4|Energy Demand|Transportation|Aviation","Mt CH4/yr",0,0,0,0,0,0,0,0,0,0
"3517","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CH4|Energy Demand|Transportation|Ground Transportation","Mt CH4/yr",0.004869247,0.004838344,0.004173701,0.003456135,0.002908782,0.003122468,0.003373583,0.003652809,0.003897505,0.00415114
"3518","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CH4|Energy Demand|Transportation|International Shipping","Mt CH4/yr",0,0,0,0,0,0,0,0,0,0
"3519","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CH4|Energy Supply","Mt CH4/yr",0.595900167,0.221875933,0.307109372,0.457382328,0.430855014,0.468931378,0.428201285,0.389562199,0.615531161,0.445312812
"3520","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CH4|Energy Supply and Demand","Mt CH4/yr",0.779516028,0.409730939,0.498106591,0.655427685,0.634876711,0.678953167,0.642988722,0.607266685,0.834593192,0.657471571
"3521","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CH4|Land Use","Mt CH4/yr",1.781487215,2.073694385,2.420183195,2.745211719,3.057583953,3.326529163,3.57863222,3.820663051,4.056107086,4.287547139
"3522","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CH4|Land Use|Agricultural Waste Burning","Mt CH4/yr",0.023886708,0.023711432,0.025775422,0.027737927,0.029603972,0.031524918,0.033387705,0.035342385,0.037088035,0.038856364
"3523","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CH4|Land Use|Agriculture","Mt CH4/yr",1.660881038,1.956134874,2.30493743,2.632744042,2.947857578,3.219308794,3.473953024,3.718559793,3.95618609,4.189696298
"3524","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CH4|Land Use|Agriculture|Enteric Fermentation","Mt CH4/yr",1.536010563,1.813514681,2.138303631,2.431504436,2.709798456,2.960782027,3.19462691,3.416663333,3.631468241,3.842402882
"3525","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CH4|Land Use|Agriculture|Rice","Mt CH4/yr",0.124870475,0.142620193,0.166633799,0.201239606,0.238059122,0.258526767,0.279326114,0.30189646,0.324717849,0.347293416
"3526","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CH4|Land Use|Forest Burning","Mt CH4/yr",0.025079969,0.024482379,0.023549843,0.02255175,0.021570803,0.020631651,0.019684691,0.018704373,0.017831561,0.016961377
"3527","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CH4|Land Use|Savannah Burning","Mt CH4/yr",0.0716395,0.0693657,0.0659205,0.062178,0.0585516,0.0550638,0.0516068,0.0480565,0.0450014,0.0420331
"3528","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CH4|Other","Mt CH4/yr",0,0,0,0,0,0,0,0,0,0
"3529","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CH4|Solvents","Mt CH4/yr",0,0,0,0,0,0,0,0,0,0
"3530","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CH4|Waste","Mt CH4/yr",0.643581,0.72582,0.826234,0.920713,1.011467,1.095279,1.174114,1.250525,1.325675,1.400928
"3531","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO|Energy Demand|Industry","Mt CO/yr",0.297924678,0.415722167,0.499437648,0.567646503,0.632046298,0.685052149,0.734087271,0.780260766,0.822725031,0.863766726
"3532","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO|Energy Demand|Residential and Commercial","Mt CO/yr",2.724962676,2.724580615,2.725686819,2.771049961,2.791231198,2.672496754,2.526762646,2.35161082,2.161733309,1.864831864
"3533","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO|Energy Demand|Transportation","Mt CO/yr",3.140171876,2.78777439,1.922020502,1.446857381,1.277944947,1.266705766,1.26444247,1.253770199,1.221224704,1.160595753
"3534","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO|Energy Demand|Transportation|Aviation","Mt CO/yr",0.00224532,0.00253459,0.00284872,0.00306466,0.00323822,0.00351683,0.00377115,0.00400564,0.00422142,0.00441972
"3535","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO|Energy Demand|Transportation|Ground Transportation","Mt CO/yr",3.111160376,2.76549779,1.908901402,1.433220881,1.263871109,1.252332338,1.24975791,1.238765631,1.205979648,1.145156925
"3536","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO|Energy Demand|Transportation|International Shipping","Mt CO/yr",0.0284209,0.0213408,0.0117644,0.0118868,0.0119078,0.0116811,0.0113544,0.0109135,0.0103025,0.00954558
"3537","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO|Energy Supply","Mt CO/yr",0.13899001,0.169097571,0.214066461,0.240359598,0.280235075,0.303268394,0.339178207,0.423440702,0.530616507,0.672812366
"3538","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO|Energy Supply and Demand","Mt CO/yr",6.30204924,6.097174743,5.36121143,5.025913443,4.981457518,4.927523063,4.864470594,4.809082487,4.736299551,4.562006709
"3539","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO|Land Use","Mt CO/yr",2.765138763,2.564883773,2.441674589,2.329922069,2.218695976,2.108741909,1.993526018,1.875233312,1.776936287,1.725299491
"3540","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO|Land Use|Agricultural Waste Burning","Mt CO/yr",0.841586132,0.702291252,0.671456003,0.66003964,0.646048566,0.629609577,0.607092464,0.583997457,0.567638869,0.595622227
"3541","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO|Land Use|Agriculture","Mt CO/yr",0,0,0,0,0,0,0,0,0,0
"3542","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO|Land Use|Forest Burning","Mt CO/yr",0.011965631,0.011680521,0.011235586,0.010759429,0.01029141,0.009843332,0.009391554,0.008923855,0.008507418,0.008092264
"3543","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO|Land Use|Savannah Burning","Mt CO/yr",1.911587,1.850912,1.758983,1.659123,1.562356,1.469289,1.377042,1.282312,1.20079,1.121585
"3544","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO|Other","Mt CO/yr",0,0,0,0,0,0,0,0,0,0
"3545","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO|Solvents","Mt CO/yr",0,0,0,0,0,0,0,0,0,0
"3546","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|CO|Waste","Mt CO/yr",5.81e-05,5.53e-05,5.49e-05,5.54e-05,5.53e-05,5.43e-05,5.24e-05,5e-05,4.76e-05,4.54e-05
"3547","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|N2O|Land Use","kt N2O/yr",82.527442,86.750368,97.16538,106.913408,116.234632,124.739779,132.836742,140.883131,148.45733,156.030423
"3548","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|N2O|Land Use|Agricultural Waste Burning","kt N2O/yr",0.6198,0.6151,0.6686,0.7193,0.7672,0.8174,0.8656,0.917,0.9614,1.0078
"3549","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|N2O|Land Use|Agriculture","kt N2O/yr",75.192812,79.628168,90.30416,100.342758,109.947702,118.721669,127.086902,135.407141,143.21687,151.017243
"3550","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|N2O|Land Use|Forest Burning","kt N2O/yr",0.737,0.719,0.692,0.663,0.634,0.606,0.578,0.549,0.524,0.498
"3551","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|N2O|Land Use|Savannah Burning","kt N2O/yr",5.97783,5.7881,5.50062,5.18835,4.88573,4.59471,4.30624,4.00999,3.75506,3.50738
"3552","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|N2O|Other","kt N2O/yr",0,0,0,0,0,0,0,0,0,0
"3553","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NH3|Energy Demand|Industry","Mt NH3/yr",0.002963092,0.004632786,0.005664191,0.006535349,0.007364981,0.008120964,0.008852087,0.009579147,0.01027871,0.010966279
"3554","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NH3|Energy Demand|Residential and Commercial","Mt NH3/yr",0.000704073,0.000729084,0.000779112,0.000823132,0.000862154,0.000902181,0.000932208,0.000945232,0.000941252,0.000896267
"3555","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NH3|Energy Demand|Transportation","Mt NH3/yr",0.001925544,0.002056181,0.002230471,0.002431642,0.00262794,0.002868735,0.003151795,0.003473464,0.003805745,0.004131044
"3556","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NH3|Energy Demand|Transportation|Aviation","Mt NH3/yr",0,0,0,0,0,0,0,0,0,0
"3557","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NH3|Energy Demand|Transportation|Ground Transportation","Mt NH3/yr",0.00192532,0.002055813,0.002229927,0.002430936,0.002627066,0.002867645,0.003150447,0.003471806,0.003803745,0.004128644
"3558","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NH3|Energy Demand|Transportation|International Shipping","Mt NH3/yr",0,0,0,0,0,0,0,0,0,0
"3559","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NH3|Energy Supply","Mt NH3/yr",0.003156155,0.001778659,0.001630518,0.001292711,0.001116502,0.000879,0.000722,0.000838,0.000947,0.001006003
"3560","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NH3|Energy Supply and Demand","Mt NH3/yr",0.008748864,0.00919671,0.010304292,0.011082834,0.011971577,0.01277088,0.01365809,0.014835843,0.015972707,0.016999593
"3561","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NH3|Land Use","Mt NH3/yr",0.420436196,0.47585385,0.548515511,0.614878434,0.677895274,0.736497381,0.791638782,0.845373445,0.896307453,0.946735048
"3562","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NH3|Land Use|Agricultural Waste Burning","Mt NH3/yr",0.011502516,0.011417778,0.01241249,0.013357602,0.014255487,0.015180376,0.016077519,0.017018404,0.017859142,0.018711296
"3563","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NH3|Land Use|Agriculture","Mt NH3/yr",0.40893368,0.464436072,0.536103021,0.601520832,0.663639787,0.721317005,0.775561263,0.828355041,0.878448311,0.928023752
"3564","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NH3|Land Use|Forest Burning","Mt NH3/yr",0,0,0,0,0,0,0,0,0,0
"3565","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NH3|Land Use|Savannah Burning","Mt NH3/yr",0,0,0,0,0,0,0,0,0,0
"3566","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NH3|Other","Mt NH3/yr",0,0,0,0,0,0,0,0,0,0
"3567","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NH3|Solvents","Mt NH3/yr",0,0,0,0,0,0,0,0,0,0
"3568","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NH3|Waste","Mt NH3/yr",0,0,0,0,0,0,0,0,0,0
"3569","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NOx|Energy Demand|Industry","Mt NO2/yr",0.096544082,0.122862913,0.149292099,0.16957755,0.189391948,0.19905637,0.206345537,0.211159236,0.213178935,0.213200397
"3570","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NOx|Energy Demand|Residential and Commercial","Mt NO2/yr",0.042147791,0.042390045,0.042854116,0.045095729,0.047178927,0.04858405,0.049466142,0.049426626,0.048498645,0.045450501
"3571","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NOx|Energy Demand|Transportation","Mt NO2/yr",0.486571254,0.440818784,0.359806862,0.367779074,0.389066709,0.374537444,0.350524787,0.318385621,0.276636481,0.225158208
"3572","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NOx|Energy Demand|Transportation|Aviation","Mt NO2/yr",0.021199,0.0239302,0.026896,0.0289348,0.0305735,0.033204,0.0356051,0.037819,0.0398563,0.0417285
"3573","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NOx|Energy Demand|Transportation|Ground Transportation","Mt NO2/yr",0.178264736,0.16915627,0.141957832,0.131961624,0.134678369,0.135369244,0.130257907,0.121199471,0.107985461,0.090293464
"3574","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NOx|Energy Demand|Transportation|International Shipping","Mt NO2/yr",0.306351,0.269314,0.215112,0.232451,0.250352,0.234482,0.214807,0.190822,0.161323,0.126504
"3575","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NOx|Energy Supply","Mt NO2/yr",0.5071762,0.389388162,0.407005823,0.385026412,0.392219911,0.382462285,0.408469407,0.468133303,0.591119958,0.745759332
"3576","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NOx|Energy Supply and Demand","Mt NO2/yr",1.132439327,0.995459904,0.9589589,0.967478765,1.017857495,1.004640149,1.014805873,1.047104786,1.129434019,1.229568438
"3577","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NOx|Land Use","Mt NO2/yr",0.121171652,0.113136203,0.109393448,0.106060798,0.102696064,0.099409221,0.095879751,0.092277336,0.089352595,0.088300712
"3578","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NOx|Land Use|Agricultural Waste Burning","Mt NO2/yr",0.033635127,0.028068182,0.026835605,0.026379007,0.025819587,0.025163079,0.024263373,0.023340065,0.022686646,0.023804104
"3579","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NOx|Land Use|Agriculture","Mt NO2/yr",0.012603825,0.012511821,0.013601243,0.014636391,0.015620377,0.016635042,0.017617178,0.018648971,0.019569949,0.020503408
"3580","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NOx|Land Use|Forest Burning","Mt NO2/yr",0.000312,0.000304,0.000293,0.00028,0.000268,0.000256,0.000245,0.000232,0.000222,0.000211
"3581","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NOx|Land Use|Savannah Burning","Mt NO2/yr",0.0746207,0.0722522,0.0686636,0.0647654,0.0609881,0.0573551,0.0537542,0.0500563,0.046874,0.0437822
"3582","GCAM4","SSP3-Ref-SPA0-V17","Central America and Caribbean","Emissions|NOx|Other","Mt NO2/yr",0,0,0,0,0,0,0,0,0,0
